CandidateName,Incumbent,Withdrew,Party,Office,District,Race,Gender,Website,Twitter,Facebook,Instagram,YouTube,TikTok,BlueSky,Notes
Sean Kirrane,,,Republican,House,5,White,Male,https://www.seankirrane.com/,https://x.com/votekirrane,https://www.facebook.com/people/Sean-Kirrane-For-Congress/61580643457489/,https://www.instagram.com/vote.kirrane,99,99,99,N/A
Frank Pallone Jr.,Yes,,Democrat,House,6,White,Male,,,,,,,,N/A
Katie Bansil,,,Democrat,House,6,Asian,Female,https://www.katiebansil.com/,https://x.com/katiebansil4nj,https://www.facebook.com/people/Katie-Bansil-For-Congress/61579563611107/,https://www.instagram.com/katiebansil,https://www.youtube.com/channel/UCy4KJDhVKPcK7apyj8SmnbQ,99,https://bsky.app/profile/katiebansil.bsky.social,N/A
John Hsu,,,Democrat,House,6,Asian,Male,https://www.johnhsuforcongress.com/,https://x.com/johnhsu4nj,https://www.facebook.com/johnhsuforcongress/,https://www.instagram.com/johnhsuforcongress,https://www.youtube.com/@JohnHsu-for-Congress,https://www.tiktok.com/@johnhsuforcongress,https://bsky.app/profile/johnhsufornj.bsky.social,N/A
Hillary Herzig,,,Republican,House,6,White,Female,https://www.herzigforcongress.com/,https://x.com/HillaryHerzig,99,https://www.instagram.com/hillaryherzig/,99,https://www.tiktok.com/@herzig.for.congre,99,N/A
Thomas H. Kean Jr.,Yes,,Republican,House,7,White,Male,,,,,,,,N/A
Rebecca Bennett,,,Democrat,House,7,White,Female,https://rebeccabennettforcongress.com/,https://x.com/rebeccafornj07,https://www.facebook.com/p/Rebecca-Bennett-for-Congress-61572992483996/,https://www.instagram.com/rebeccafornj07,https://www.youtube.com/@RebeccaBennettforCongress,https://www.tiktok.com/@rebeccafornj07,https://bsky.app/profile/rebeccabennettforcongress.com,N/A
Michael Roth,,,Democrat,House,7,White,Male,https://www.michaelrothforcongress.com/,https://x.com/michaelrothnj,https://www.facebook.com/michaelrothnj/,https://www.instagram.com/michaelrothnj,https://www.youtube.com/@michaelrothnj,https://www.tiktok.com/@michaelrothnj,https://bsky.app/profile/michaelrothnj.bsky.social,N/A
Tina Shah,,,Democrat,House,7,Asian,Female,https://www.drtinashahforcongress.com/,https://x.com/drtinashahnj,https://www.facebook.com/drtinashahnj,https://www.instagram.com/drtinashahnj,99,https://www.tiktok.com/@drtinashahnj,https://bsky.app/profile/drtinashahnj.bsky.social,N/A
Brian Varela,,,Democrat,House,7,Hispanic,Male,https://varelaforcongress.com/,https://x.com/Varela4NJ/,https://www.facebook.com/varela4congress,https://www.instagram.com/varela4nj/,https://www.youtube.com/@Varela4NJ,https://www.tiktok.com/@varela4nj,https://bsky.app/profile/varela4nj.bsky.social,N/A
Rob Menendez,Yes,,Democrat,House,8,White,Male,,,,,,,,N/A
Mussab Ali,,,Democrat,House,8,Asian,Male,https://www.alifornj.com/,https://x.com/mussabalijc,https://www.facebook.com/mussabalijc,https://www.instagram.com/mussabalijc,https://www.youtube.com/@AliForCongress,https://www.tiktok.com/@alifornj,99,N/A
Nelinda Pou,Yes,,Democrat,House,9,White,Female,,,,,,,,N/A
Tiffany Burress,,,Republican,House,9,Black,Female,https://tiffanyburress.com/,https://x.com/BurressForNJ,https://www.facebook.com/BurressForNJ,https://www.instagram.com/BurressForNJ,https://www.youtube.com/@TiffanyBurressForCongress,99,99,N/A
Rosie Pino,,,Republican,House,9,Hispanic,Female,https://rosiepinofornj.com/,https://x.com/RosiePinoNJ,https://www.facebook.com/RosiePinoNJ,https://www.instagram.com/rosiepinonj,https://www.youtube.com/@RosiePinoNJ,99,99,N/A
LaMonic McIver,Yes,,Democrat,House,10,Black,Female,,,,,,,,N/A
Lawrence D. Poster,,,Democrat,House,10,Not Sure,Male,99,99,99,99,99,99,99,N/A
Carmen Bucco,,,Republican,House,10,White,Male,https://carmenbucco.com/,https://x.com/BuccoForNJ,https://www.facebook.com/Buccofornewjersey,https://www.instagram.com/buccofornewjersey,99,https://www.tiktok.com/@buccofornewjersey,99,N/A
Donald Cresitello,,,Democrat,House,11,White,Male,99,99,99,99,99,99,99,N/A
Joseph B. Lewis II,,,Democrat,House,11,Black,Male,https://www.josephblewis.com/,99,99,https://www.instagram.com/josephblewisnj/,99,99,99,N/A
Analilia Meija,,,Democrat,House,11,Hispanic,Female,https://www.analiliafornj.com/,https://x.com/analiliafornj,https://www.facebook.com/AnaliliaForNJ/,https://www.instagram.com/analiliafornj,https://www.youtube.com/@AnaliliaForNJ,https://www.tiktok.com/@analiliafornj,https://bsky.app/profile/analiliafornj.bsky.social,Will likely be the incumbent soon.
Justin Strickland,,,Democrat,House,11,White,Male,https://www.justinstrickland.com/,https://x.com/we_votejustin,https://www.facebook.com/WeVoteJustin,https://www.instagram.com/wevotejustin,https://www.youtube.com/@WeVoteJustin,https://www.tiktok.com/@wevotejustin,99,N/A
Joe Hathaway,,,Republican,House,11,White,Male,https://www.joehathawayforcongress.com/,https://x.com/HathawayForNJ11,https://www.facebook.com/hathawayforcongress,https://www.instagram.com/hathawayforcongress,https://www.youtube.com/channel/UClesdBV3fdEU1VSD8QiWtXw,99,99,N/A
Matt Adams,,,Democrat,House,12,White,Male,https://www.mattadamsforcongress.com/,99,99,https://www.instagram.com/mattadamsfornj12/,99,99,99,N/A
Sue Altman,,,Democrat,House,12,White,Female,https://suealtman.com/,https://x.com/suealtman,https://www.facebook.com/altmanforcongress,https://www.instagram.com/altmanforcongress,https://www.youtube.com/@AltmanForCongress,https://www.tiktok.com/@suealtman,99,N/A
Brad Cohen,,,Democrat,House,12,White,Male,https://bradcohenforcongress.com/,https://x.com/bradcohenfornj,https://www.facebook.com/bradcohenfornj,https://www.instagram.com/bcmd516/,99,99,99,N/A
Elijah Dixon,,,Democrat,House,12,Black,Male,https://www.elijahfornj.com/,99,99,https://www.instagram.com/elijahedixon/,99,99,99,N/A
Adam Hamawy,,,Democrat,House,12,Middle Eastern,Male,https://hamawyfornj.com/,https://x.com/HamawyForNJ,https://www.facebook.com/people/Dr-Adam-Hamawy/61586742410220/,https://www.instagram.com/hamawyfornj/,https://www.youtube.com/channel/UCRV6zeZeJTo135rRx1pV1_Q,https://www.tiktok.com/@hamawyfornj,https://bsky.app/profile/HamawyForNJ.bsky.social,N/A
Kyle Little,,,Democrat,House,12,Black,Male,https://www.kylelittleforcongress.com/,99,https://www.facebook.com/people/Kyle-Little-For-Congress/61576836195373/,https://www.instagram.com/kylelittleforcongress,https://www.youtube.com/@kylelittleforcongressnj12,https://www.tiktok.com/@kylelittleforcongress,99,N/A
Adrian O. Mapp,,,Democrat,House,12,Black,Male,https://www.mapp4congress.com/,https://x.com/Mapp4Congress,https://www.facebook.com/people/Mapp-4-Congress/61588409010469/,https://www.instagram.com/mapp4congress,https://www.youtube.com/@MappforCongress,https://www.tiktok.com/@mapp4congress,99,N/A
Verlina Reynolds-Jackson,,,Democrat,House,12,Black,Female,https://www.verlinaforcongress.com/,99,https://www.facebook.com/people/Verlina-Reynolds-Jackson-for-Congress/61587100435181/,https://www.instagram.com/verlina4congress/,99,99,99,N/A
Shanel Y. Robinson,,,Democrat,House,12,Black,Female,https://shanel4congress.com/,https://x.com/Shanel4Congress,https://www.facebook.com/people/Shanel-4-Congress/61583496398955/#,https://www.instagram.com/shanel4congress/,https://www.youtube.com/@Shanel4Congress,99,99,N/A
Squire Servance,,,Democrat,House,12,Black,Male,https://www.squireservance.com/,https://x.com/squireservance,https://www.facebook.com/people/Squire-Servance/61586904404507/,https://www.instagram.com/squire.servance,https://www.youtube.com/@SquireServance-ki3xo,https://www.tiktok.com/@squire.servance,99,N/A
Sujit Singh,,,Democrat,House,12,Asian,Male,https://sujitsinghforcongress.com/,99,https://www.facebook.com/people/Sujit-Singh-For-Congress/61584682316390/,https://www.instagram.com/sujitsinghforcongress/,https://www.youtube.com/@SujitSinghForCongress/,https://www.tiktok.com/@sujitforcongress,99,N/A
Jay Vaingankar,,,Democrat,House,12,Asian,Male,https://www.jayvaingankar.com/,https://x.com/jayforjersey,https://www.facebook.com/@jayforjersey,https://www.instagram.com/jayforjersey/,https://www.youtube.com/@JayforJersey/,https://www.tiktok.com/@jayforjersey,99,N/A
Samuel Wang,,,Democrat,House,12,Asian,Male,https://www.samfornj.org/,https://x.com/SamWangPhD/,99,https://www.instagram.com/samfornj/,99,99,https://bsky.app/profile/samwang.bsky.social,N/A
Gregg Mele,,,Republican,House,12,White,Male,https://mele4america.com/,https://x.com/mele4america,https://www.facebook.com/meleforcongress,https://www.instagram.com/mele4america/,99,https://www.tiktok.com/@greggmele,99,N/A
